Barrage M	10000000000
Barrage S	10000000000
Barrage XL	3000000
Baryon Exotic Plasma L	175000
Baryon Exotic Plasma M	175000
Baryon Exotic Plasma S	50000
Baryon Exotic Plasma XL	30000000
Basilisk	50000000000
Bastion Module I	50000000
Bellicose	81000000
Berserker II	20000000000
Berserker SW-900	4000000
Berserker TP-900	4000000
Bestower	4977500
Bifrost	4000000
Biochemical Reactor Array	50000000
Biochemical Silo	50000000
BlastShot Condenser Pack L	40000
BlastShot Condenser Pack M	40000
BlastShot Condenser Pack S	40000
Bomb Launcher I	19000000
Bomb Launcher II	19000000
Boobook	50000
Bosonic Field Generator	500000000
Bouncer I	14000000
Bouncer II	14000000
Bowhead	1550000000
Brutix	570000000
Brutix Navy Issue	570000000
Burst	2500000
Burst Jammer I	416640
Burst Jammer II	10000000000
Bustard	50000000000
Buzzard	50000000000
C3-FTM Acid	15000000
Caedes	1500000
Caesarium Cadmide	10000000
Caldari Navy Dragonfly	200473400
Caldari Navy Heavy Assault Missile Launcher	300000
Caldari Navy Locust	200473400
Caldari Navy Scarab	200473400
Caldari Phenomena Generator	300000000
Cambion	2850000
Cap Booster 100	1000000
Cap Booster 150	1750000
Cap Booster 200	2500000
Cap Booster 25	100000
Cap Booster 3200	20000000
Cap Booster 400	3750000
Cap Booster 50	250000
Cap Booster 75	500000
Cap Booster 800	5000000
Cap Recharger I	237500
Cap Recharger II	10000000000
Capacitor Flux Coil I	41600
Capacitor Flux Coil II	9999999
Capacitor Power Relay I	97440
Capacitor Power Relay II	9999999
Capital ACM Compact Armor Repairer	94000000
Capital Algid Energy Administrations Unit I	50000000
Capital Algid Energy Administrations Unit II	50000000
Capital Algid Hybrid Administrations Unit I	50000000
Capital Algid Hybrid Administrations Unit II	50000000
Capital Ancillary Armor Repairer	15000000
Capital Ancillary Current Router I	50000000
Capital Ancillary Current Router II	50000000
Capital Ancillary Remote Armor Repairer	36800000
Capital Ancillary Remote Shield Booster	36000000
Capital Ancillary Shield Booster	97000000
Capital Armor Repairer I	47022756
Capital Asymmetric Enduring Remote Shield Booster	49000000
Capital Auxiliary Nano Pump I	50000000
Capital Auxiliary Nano Pump II	50000000
Capital Auxiliary Thrusters I	50000000
Capital Auxiliary Thrusters II	50000000
Capital Azeotropic Restrained Shield Extender	18400000
Capital Bay Loading Accelerator I	50000000
Capital Bay Loading Accelerator II	50000000
Capital C-5L Compact Shield Booster	102000000
Capital Cap Battery I	24000000
Capital Capacitor Booster I	12000000
Capital Capacitor Control Circuit I	50000000
Capital Capacitor Control Circuit II	50000000
Capital Cargohold Optimization I	50000000
Capital Cargohold Optimization II	50000000
Capital Clarity Ward Enduring Shield Booster	102000000
Capital Coaxial Compact Remote Armor Repairer	49000000
Capital Command Processor I	50000000
Capital Compact Pb-Acid Cap Battery	48000000
Capital Core Defense Capacitor Safeguard I	50000000
Capital Core Defense Capacitor Safeguard II	50000000
Capital Core Defense Charge Economizer I	50000000
Capital Core Defense Charge Economizer II	50000000
Capital Core Defense Field Extender I	50000000
Capital Core Defense Field Extender II	50000000
Capital Core Defense Field Purger I	50000000
Capital Core Defense Field Purger II	50000000
Capital Core Defense Operational Solidifier I	50000000
Capital Core Defense Operational Solidifier II	50000000
Capital Drone Control Range Augmentor I	50000000
Capital Drone Control Range Augmentor II	50000000
Capital Drone Durability Enhancer I	50000000
Capital Drone Durability Enhancer II	50000000
Capital Drone Mining Augmentor I	50000000
Capital Drone Mining Augmentor II	50000000
Capital Drone Repair Augmentor I	50000000
Capital Drone Repair Augmentor II	50000000
Capital Drone Scope Chip I	50000000
Capital Drone Scope Chip II	50000000
Capital Drone Speed Augmentor I	50000000
Capital Drone Speed Augmentor II	50000000
Capital Dynamic Fuel Valve I	50000000
Capital Dynamic Fuel Valve II	50000000
Capital Egress Port Maximizer I	50000000
Capital Egress Port Maximizer II	50000000
Capital EM Armor Reinforcer I	50000000
Capital EM Armor Reinforcer II	50000000
Capital EM Shield Reinforcer I	50000000
Capital EM Shield Reinforcer II	50000000
Capital Emergency Hull Energizer I	36000000
Capital Emergency Hull Energizer II	50000
Capital Emission Scope Sharpener I	50000000
Capital Emission Scope Sharpener II	50000000
Capital Energy Ambit Extension I	50000000
Capital Energy Ambit Extension II	50000000
Capital Energy Burst Aerator I	50000000
Capital Energy Burst Aerator II	50000000
Capital Energy Collision Accelerator I	50000000
Capital Energy Collision Accelerator II	50000000
Capital Energy Discharge Elutriation I	50000000
Capital Energy Discharge Elutriation II	50000000
Capital Energy Locus Coordinator I	50000000
Capital Energy Locus Coordinator II	50000000
Capital Energy Metastasis Adjuster I	50000000
Capital Energy Metastasis Adjuster II	50000000
Capital Energy Neutralizer I	18000000
Capital Energy Neutralizer II	40000000
Capital Energy Nosferatu I	29000000
Capital Energy Nosferatu II	40000000
Capital Engine Thermal Shielding I	50000000
Capital Engine Thermal Shielding II	50000000
Capital Explosive Armor Reinforcer I	50000000
Capital Explosive Armor Reinforcer II	50000000
Capital Explosive Shield Reinforcer I	50000000
Capital Explosive Shield Reinforcer II	50000000
Capital F-RX Compact Capacitor Booster	24000000
Capital F-S9 Regolith Compact Shield Extender	18400000
Capital Flex Armor Hardener I	35000000
Capital Flex Shield Hardener I	35000000
Capital Ghoul Compact Energy Nosferatu	58000000
Capital Gravity Capacitor Upgrade I	50000000
Capital Gravity Capacitor Upgrade II	50000000
Capital Gremlin Compact Energy Neutralizer	36000000
Capital Higgs Anchor I	50000000
Capital Hull Repairer I	9250000
Capital Hybrid Ambit Extension I	50000000
Capital Hybrid Ambit Extension II	50000000
Capital Hybrid Burst Aerator I	50000000
Capital Hybrid Burst Aerator II	50000000
Capital Hybrid Collision Accelerator I	50000000
Capital Hybrid Collision Accelerator II	50000000
Capital Hybrid Discharge Elutriation I	50000000
Capital Hybrid Discharge Elutriation II	50000000
Capital Hybrid Locus Coordinator I	50000000
Capital Hybrid Locus Coordinator II	50000000
Capital Hybrid Metastasis Adjuster I	50000000
Capital Hybrid Metastasis Adjuster II	50000000
Capital Hydraulic Bay Thrusters I	50000000
Capital Hydraulic Bay Thrusters II	50000000
Capital Hyperspatial Velocity Optimizer I	50000000
Capital Hyperspatial Velocity Optimizer II	50000000
Capital I-a Enduring Armor Repairer	94000000
Capital I-ax Enduring Remote Armor Repairer	49000000
Capital I-b Enduring Hull Repairer	18500000
Capital IEF Compact Hull Repairer	18500000
Capital Implacable Compact Emergency Hull Energizer	72000000
Capital Indefatigable Enduring Emergency Hull Energizer	72000000
Capital Inductive Compact Remote Capacitor Transmitter	52700000
Capital Industrial Core I	400000000
Capital Industrial Core II	1040000000
Capital Infectious Scoped Energy Neutralizer	36000000
Capital Inverted Signal Field Projector I	50000000
Capital Inverted Signal Field Projector II	50000000
Capital Ionic Field Projector I	50000000
Capital Ionic Field Projector II	50000000
Capital Kinetic Armor Reinforcer I	50000000
Capital Kinetic Armor Reinforcer II	50000000
Capital Kinetic Shield Reinforcer I	50000000
Capital Kinetic Shield Reinforcer II	50000000
Capital Knave Scoped Energy Nosferatu	58000000
Capital Liquid Cooled Electronics I	50000000
Capital Liquid Cooled Electronics II	50000000
Capital Low Friction Nozzle Joints I	50000000
Capital Low Friction Nozzle Joints II	50000000
Capital Memetic Algorithm Bank I	50000000
Capital Memetic Algorithm Bank II	50000000
Capital Murky Compact Remote Shield Booster	49000000
Capital Nanobot Accelerator I	50000000
Capital Nanobot Accelerator II	50000000
Capital Particle Dispersion Augmentor I	50000000
Capital Particle Dispersion Augmentor II	50000000
Capital Particle Dispersion Projector I	50000000
Capital Particle Dispersion Projector II	50000000
Capital Polycarbon Engine Housing I	50000000
Capital Polycarbon Engine Housing II	50000000
Capital Powergrid Subroutine Maximizer I	50000000
Capital Powergrid Subroutine Maximizer II	50000000
Capital Processor Overclocking Unit I	50000000
Capital Processor Overclocking Unit II	50000000
Capital Projectile Ambit Extension I	50000000
Capital Projectile Ambit Extension II	50000000
Capital Projectile Burst Aerator I	50000000
Capital Projectile Burst Aerator II	50000000
Capital Projectile Collision Accelerator I	50000000
Capital Projectile Collision Accelerator II	50000000
Capital Projectile Locus Coordinator I	50000000
Capital Projectile Locus Coordinator II	50000000
Capital Projectile Metastasis Adjuster I	50000000
Capital Projectile Metastasis Adjuster II	50000000
Capital Radiative Scoped Remote Capacitor Transmitter	52700000
Capital Remote Armor Repairer I	24200788
Capital Remote Capacitor Transmitter I	26773840
Capital Remote Hull Repairer I	25000000
Capital Remote Repair Augmentor I	50000000
Capital Remote Repair Augmentor II	50000000
Capital Remote Shield Booster I	24659510
Capital Remote Shield Booster II	9999999
Capital Rocket Fuel Cache Partition I	50000000
Capital Rocket Fuel Cache Partition II	50000000
Capital S95a Scoped Remote Shield Booster	49000000
Capital Salvage Tackle I	50000000
Capital Salvage Tackle II	50000000
Capital Semiconductor Memory Cell I	50000000
Capital Semiconductor Memory Cell II	50000000
Capital Sentry Damage Augmentor I	50000000
Capital Sentry Damage Augmentor II	50000000
Capital Shield Booster I	51002322
Capital Shield Extender I	9200000
Capital Ship Assembly Array	300000000
Capital Signal Disruption Amplifier I	50000000
Capital Signal Disruption Amplifier II	50000000
Capital Signal Focusing Kit I	50000000
Capital Signal Focusing Kit II	50000000
Capital Solace Scoped Remote Armor Repairer	49000000
Capital Stasis Drone Augmentor I	50000000
Capital Stasis Drone Augmentor II	50000000
Capital Targeting System Subcontroller I	50000000
Capital Targeting System Subcontroller II	50000000
Capital Targeting Systems Stabilizer I	50000000
Capital Targeting Systems Stabilizer II	50000000
Capital Thermal Armor Reinforcer I	50000000
Capital Thermal Armor Reinforcer II	50000000
Capital Thermal Shield Reinforcer I	50000000
Capital Thermal Shield Reinforcer II	50000000
Capital Tracking Diagnostic Subroutines I	50000000
Capital Tracking Diagnostic Subroutines II	50000000
Capital Tractor Beam I	400000000
Capital Tractor Beam II	400000000
Capital Transverse Bulkhead I	50000000
Capital Transverse Bulkhead II	125000
Capital Trimark Armor Pump I	50000000
Capital Trimark Armor Pump II	50000000
Capital Warhead Calefaction Catalyst I	50000000
Capital Warhead Calefaction Catalyst II	50000000
Capital Warhead Flare Catalyst I	50000000
Capital Warhead Flare Catalyst II	50000000
Capital Warhead Rigor Catalyst I	50000000
Capital Warhead Rigor Catalyst II	50000000
Capital Warp Core Optimizer I	50000000
Capital Warp Core Optimizer II	50000000
Carbide Compact Dual 1000mm Railgun	92050000
Carbide Compact Quad 3500mm Siege Artillery	74400000
Carbine Compact Hexa 2500mm Repeating Cannon	65300000
Carbon Polymers	10000000
Carbon-86 Epoxy Resin	15000000
Carbonized Lead L	200000
Carbonized Lead M	80000
Carbonized Lead XL	2000000
Cargo Scanner I	15000
Cargo Scanner II	9999999
Catalyst Silo	50000000
Celestis	81250000
Cenobite I	300000000
Cenobite II	300000000
Ceramic Powder	10000000
Cerberus	50000000000
Charon	2000000000
Cheetah	50000000000
Chimera	1050000000
Civilian Damage Control	50000
Civilian Data Analyzer	20000
Civilian EM Shield Hardener	750000
Civilian Explosive Shield Hardener	750000
Civilian Kinetic Shield Hardener	750000
Civilian Mining Drone	1498600
Civilian Shield Booster	3360
Civilian Stasis Webifier	224880
Civilian Thermal Shield Hardener	750000
Claw	50000000000
Claymore	50000000000
Clone Vat Bay I	598328800
Co-Processor I	149960
Co-Processor II	10000000000
Coalesced Element	200000000
Coercer	8635240
Cogni-Emotive Neurolink Enhancer	10000000
Coherent Asteroid Mining Crystal Type A I	3600000
Coherent Asteroid Mining Crystal Type A II	10000000000
Coherent Asteroid Mining Crystal Type B II	12500000000
Coherent Asteroid Mining Crystal Type C II	15000000000
Combat Scanner Probe I	5000000
Common Moon Mining Crystal Type A I	6811200
Common Moon Mining Crystal Type A II	10000000000
Common Moon Mining Crystal Type B I	8514000
Common Moon Mining Crystal Type B II	12500000000
Common Moon Mining Crystal Type C I	10216800
Common Moon Mining Crystal Type C II	15000000000
Compact Carbine Quad 800mm Repeating Cannon	68000000
Compact Interdiction Nullifier	400940
Complex Asteroid Mining Crystal Type A I	7200000
Complex Asteroid Mining Crystal Type A II	10000000000
Complex Asteroid Mining Crystal Type B I	9000000
Complex Asteroid Mining Crystal Type B II	12500000000
Complex Asteroid Mining Crystal Type C II	15000000000
Complex Reactor Array	50000000
Component Assembly Array	50000000
Compressed Enduring Dual 1000mm Railgun	92050000
Compression Array	50000000
CONCORD Capital Armor Repairer	47022756
CONCORD Capital Remote Armor Repairer	24200788
CONCORD Capital Remote Capacitor Transmitter	26773840
CONCORD Capital Remote Shield Booster	24659510
CONCORD Capital Shield Booster	51002322
CONCORD Dual 1000mm Railgun	46052412
CONCORD Dual Giga Beam Laser	43006260
CONCORD Dual Giga Pulse Laser	48404274
CONCORD Hexa 2500mm Repeating Cannon	32694870
CONCORD Ion Siege Blaster	36286548
CONCORD Quad 3500mm Siege Artillery	37692954
CONCORD Rogue Analysis Beacon	140000000
CONCORD XL Cruise Missile Launcher	54371388
CONCORD XL Torpedo Launcher	54371388
Concussion Bomb	200000000
Confessor	40000000
Conflagration L	10000000000
Conflagration M	10000000000
Conflagration S	10000000000
Conflagration XL	25000000
Consortium Capital Tractor Beam	400000000
Consortium Mobile Tractor Unit	30000000
Consortium Small Tractor Beam	90000
Core Probe Launcher I	60000
Core Probe Launcher II	60000
Core Scanner Probe I	5000000
Corporate Hangar Array	100000000
Council Diplomatic Shuttle	50000
Coupling Array	50000000
Covert Cynosural Field Generator I	31372640
Covert Jump Portal Generator I	481455760
Covert Mobile Cynosural Beacon	100000000
Covert Ops Cloaking Device II	10000000000
Covetor	2000000000
Crane	50000000000
Crow	50000000000
Crucifier	2375000
Cruise Missile Launcher I	749970
Cruise Missile Launcher II	10000000000
Crusader	50000000000
Crystalline Carbonide	20000000
Crystallite Alloy	10000000
Curator I	14000000
Curator II	14000000
Curse	50000000000
Customs Office Gantry	25000001
Cyclone	525000000
Cyclops I	300000000
Cyclops II	300000000
Cynosural Field Generator I	31372640
Cynosural Generator Array	250000000
Cynosural Navigation	575000000
Cynosural Suppression	1150000000
Cynosural System Jammer	250000000
Damage Control II	10000000000
Damnation	50000000000
Dark Blood Capital Energy Neutralizer	80000000
Dark Blood Capital Energy Nosferatu	80000000
Dark Blood Dual Giga Beam Laser	48404274
Dark Blood Dual Giga Pulse Laser	43006260
Dark Blood Quad Mega Pulse Laser	43006260
Data Analyzer II	332640
Deathless Circle Relic Analyzer	332640
Deep Core Mining Laser I	3500000
Defender Launcher I	5000000
Defender Missile I	120000
Deimos	50000000000
Deluge	50000000000
Depleted Uranium L	500000
Depleted Uranium M	205000
Depleted Uranium XL	5000000
Domination 10000MN Afterburner	50000000
Domination 50000MN Microwarpdrive	60000000
Domination Heavy Warp Disruptor	394240
Domination Heavy Warp Scrambler	394240
Domination Hexa 2500mm Repeating Cannon	32694870
Domination Quad 3500mm Siege Artillery	37692954
Domination Quad 800mm Repeating Cannon	32694870
Domination Signature Radius Suppressor	296960
Dominix	1660000000
Dominix Navy Issue	625000000
Dragonfly I	203363320
Dragonfly II	203363320
Drake	580000000
Drake Navy Issue	580000000
Draugur	50000000000
Dread Guristas Rapid Torpedo Launcher	54371388
Dread Guristas Signature Radius Suppressor	296960
Dread Guristas XL Cruise Missile Launcher	54371388
Dread Guristas XL Torpedo Launcher	54371388
Dromi I	300000000
Dromi II	300000000
Drone Assembly Array	50000000
Drone Link Augmentor I	2130000
Drone Navigation Computer I	1400000
Dual 1000mm Railgun I	46052412
Dual 1000mm Railgun II	46052412
Dual 150mm Railgun II	10000000000
Dual 180mm AutoCannon II	10000000000
Dual 250mm Railgun I	2000000
Dual 250mm Railgun II	10000000000
Dual 425mm AutoCannon I	2000000
Dual 425mm AutoCannon II	10000000000
Dual 650mm Repeating Cannon I	6000000
Dual 650mm Repeating Cannon II	10000000000
Dual Giga Beam Laser I	48404274
Dual Giga Beam Laser II	48404274
Dual Giga Pulse Laser I	43006260
Dual Giga Pulse Laser II	43006260
Dual Heavy Beam Laser I	6000000
Dual Heavy Beam Laser II	10000000000
Dual Heavy Pulse Laser I	2000000
Dual Heavy Pulse Laser II	10000000000
Dual Light Beam Laser I	90000
Dual Light Beam Laser II	10000000000
Dual Light Pulse Laser I	60000
Dual Light Pulse Laser II	10000000000
Dysporite	10000000
Eagle	50000000000
ECCM Script	1500000
ECM Jammer Burst Projector	51000000
Einherji I	200013400
Einherji II	200013400
Electric Stability Generator	750000000
Electron Blaster Cannon I	6000000
Electron Blaster Cannon II	10000000000
Electron Bomb	200000000
Electronic Hardening Charge	10000000
Electronic Superiority Charge	10000000
ElectroPunch Ultra L	10000000000
ElectroPunch Ultra M	10000000000
ElectroPunch Ultra S	10000000000
EM Armor Hardener I	2000000
EM Armor Hardener II	10000000000
EM Coating I	49740
EM Coating II	10000000000
EM Energized Membrane I	750000
EM Energized Membrane II	10000000000
EM Shield Amplifier I	187420
EM Shield Amplifier II	10000000000
EM Shield Hardener I	750000
EM Shield Hardener II	10000000000
EMP L	1000000
EMP M	400000
EMP XL	10000000
Endurance	2825000
Enduring Interdiction Nullifier	400940
Energy Neutralization Burst Projector	51000000
Enforcer	82000000
Entosis Link I	200000000
Entosis Link II	9999999
Entropic Radiation Sink I	249600
Entropic Radiation Sink II	10000000000
Enyo	50000000000
Eos	50000000000
Epithal	6000000
Equipment Assembly Array	50000000
Equite I	200473400
Equite II	200473400
Erebus	72500000000
Eris	50000000000
Evasive Maneuvers Charge	10000000
Exceptional Moon Mining Crystal Type A I	8020800
Exceptional Moon Mining Crystal Type A II	10000000000
Exceptional Moon Mining Crystal Type B I	10026000
Exceptional Moon Mining Crystal Type B II	12500000000
Exceptional Moon Mining Crystal Type C I	12031200
Exceptional Moon Mining Crystal Type C II	15000000000
Executioner	2175000
Exequror	80250000
Exequror Navy Issue	74000000
Exotic Stability Generator	750000000
Expanded Cargohold II	10000000000
Expanded Probe Launcher I	60000
Expanded Probe Launcher II	60000
Experimental Hyperspatial Accelerator	249980
Experimental Jump Drive Economizer	249980
Exploration Detector 1	600000000
Exploration Detector 2	1000000000
Exploration Detector 3	2000000000
Explosion Dampening Array	50000000
Explosive Armor Hardener I	3500000
Explosive Armor Hardener II	10000000000
Explosive Coating II	10000000000
Explosive Energized Membrane I	750000
Explosive Energized Membrane II	10000000000
Explosive Shield Amplifier I	187420
Explosive Shield Amplifier II	10000000000
Explosive Shield Hardener I	750000
Explosive Shield Hardener II	10000000000
Falcon	50000000000
Federation Navy Firbolg	200473400
Federation Navy Satyr	200473400
Federation Navy Siren	200473400
Fenrir	1850000000
Fermionic Condensates	20000000
Fernite Alloy	10000000
Fernite Carbide	20000000
Ferrofluid	10000000
Ferrogel	20000000
Fighter Support Unit I	55000000
Firbolg I	213949920
Firbolg II	213949920
Fluxed Condensates	10000000
Flycatcher	50000000000
Focused Medium Beam Laser I	900000
Focused Medium Beam Laser II	10000000000
Focused Medium Pulse Laser I	600000
Focused Medium Pulse Laser II	10000000000
Focused Warp Disruption Script	50000000
Focused Warp Scrambling Script	50000000
Frostline 'Omnivore' Harvester Upgrade	250000
Fullerene Intercalated Graphite	15000000
Fulleride	20000000
Fulleroferrocene	15000000
Fusion L	700000
Fusion M	275000
Fusion XL	7000000
Gallente Phenomena Generator	300000000
Gallente Shuttle	50000
Gallium Ample Hexa 2500mm Repeating Cannon	65300000
Gallium Ample Quad 3500mm Siege Artillery	74400000
GalvaSurge Condenser Pack L	40000
GalvaSurge Condenser Pack M	40000
GalvaSurge Condenser Pack S	40000
Gamma L	3500000
Gamma M	350000
Gamma S	35000
Gamma Stability Generator	750000000
Gamma XL	35000000
Garde I	14000000
Garde II	14000000
Gas Cloud Harvester I	30000000
Gas Cloud Harvester II	10000000000
Gas Cloud Scoop I	16500000
Gas Cloud Scoop II	92720
Gatling Pulse Laser I	20000
Gatling Pulse Laser II	10000000000
Gecko	5000000
General Storage	50000000
Gleam L	10000000000
Gleam M	10000000000
Gleam S	10000000000
Gleam XL	40000000
Goal-Orienting Neurolink Stabilizer	10000000
Golem	1650000000
Gram I	200013400
Gram II	200013400
Graphene Nanoribbons	15000000
Gravimetric ECM I	200000
Gravimetric ECM II	10000000000
Gravitational Transportation Field Oscillator	500000000
Guardian	50000000000
Guardian-Vexor	43775000
Guidance Disruptor I	298240
Gungnir I	300000000
Gungnir II	300000000
Gyrostabilizer I	243200
Gyrostabilizer II	10000000000
Hail L	10000000000
Hail M	10000000000
Hail S	10000000000
Hail XL	5000000
Hakuzosu's Modified Signature Radius Suppressor	296960
Hammerhead II	20000000000
Hammerhead SD-600	1800000
Harbinger	585000000
Harbinger Navy Issue	585000000
Harpy	50000000000
Harvester Mining Drone	200000000
Hawk	50000000000
Hazardous Chemical Silo	50000000
Heat Dissipation Array	50000000
Heat Sink I	249600
Heat Sink II	10000000000
Heavy Armor Maintenance Bot I	10000000
Heavy Armor Maintenance Bot II	20000000000
Heavy Assault Missile Launcher I	300000
Heavy Assault Missile Launcher II	10000000000
Heavy Beam Laser I	1500000
Heavy Beam Laser II	10000000000
Heavy Capacitor Booster I	702580
Heavy Capacitor Booster II	10000000000
Heavy Compact Entropic Disintegrator	1200000
Heavy Electron Blaster I	600000
Heavy Electron Blaster II	10000000000
Heavy Energy Neutralizer I	4996740
